jday,UniqueID,year,CO2_flux,CO2_r2,CO2_SE,CH4_flux,CH4_r2,CH4_SE
145,45436_411,2024,-152.39749363974803,0.9818125597339927,0.012499347223546014,-0.0010027904154834015,0.03228104123263503,3.3086363874202867e-6
145,45436_412,2024,-33.58851146458174,0.9877522073713721,0.0022601471232832466,0.011792397013539818,0.6177180762559641,5.605829221783724e-6
145,45436_413,2024,67.8084927109344,0.9924313788174784,0.0034291895614117973,0.003431686750298258,0.22465800325483828,3.6918377509681408e-6
145,45436_4,2024,-69.14964931731535,0.9811518929648401,0.005791576181423795,0.01632374871171315,0.831103276671111,4.446763785691735e-6
145,45436_432,2024,24.958520033604497,0.9575578631997984,0.0031752357896047702,0.014251082140187554,0.7066430737191987,5.5486458723452516e-6
145,45436_433,2024,-6.725791724683385,0.7502667331970583,0.0022245187361498164,-0.0032355089570946043,0.11644801390121695,5.109223684369439e-6
145,45436_414,2024,15.455413198610788,0.8826960380116019,0.0030588363173197214,0.039619945577696325,0.9793088360820195,3.1265930954545677e-6
145,45436_435,2024,-94.85852798772765,0.44918854892300975,0.06347527158936325,-0.04810777394431103,0.6757501802113351,2.0137385909163204e-5
145,45436_436,2024,-40.96127321849341,0.06855248761337657,0.09123932767204562,0.0011456314374076561,0.0011938279798846816,2.0024224210386192e-5
145,45436_438,2024,-68.47269186196681,0.3760129059505867,0.050566876574968216,0.003843609151415668,0.02685255165956543,1.3264719231915977e-5
145,45436_417,2024,510.2252168812663,0.5392595467279879,0.28420334177864404,0.005895641912050142,0.19298554454234107,7.265196659277897e-6
145,45436_418,2024,-35.83030268332815,0.015578669041497862,0.17259435649328408,-0.008129966270560807,0.36908547536971287,6.44111882494328e-6
145,45436_434,2024,-36.413695873835486,0.20886606872789723,0.03909365192636807,-0.007430273367066081,0.31630931737490436,6.025998955794479e-6
145,45436_419,2024,-25.905798400166354,0.0199390506686599,0.10544628341624696,-0.001139716898874604,0.034757808588303594,3.4869758067100206e-6
145,45436_420,2024,-69.85659758456521,0.18953242894961939,0.08802867201958753,0.008823710225287355,0.4057058721562928,6.507841604140876e-6
145,45436_421,2024,-16.031325457782533,0.008535670399281128,0.09759618615348147,0.010421330449228858,0.08323193170644771,1.9536717927159745e-5
145,45436_441,2024,21.835282432981913,0.005482192239102061,0.1725236267282198,-0.11093205729706575,0.4406616417227923,7.331660706886717e-5
145,45436_439,2024,-55.59216760545459,0.28679889946946363,0.051974146245351543,-0.024446098840600682,0.7278231255310044,8.862959063419665e-6
145,45436_422,2024,-46.471910426820465,0.06453542444318819,0.10751582957398213,-0.004062782908090052,0.2845821383145552,3.914416047094547e-6
145,45436_425,2024,-125.96247410078209,0.6464796527844224,0.055076880237724266,-0.0046883348683096765,0.36526806485853297,3.654317851110639e-6
145,45436_423,2024,-16.92034870499497,0.21735284352468476,0.019295287546945948,0.014657439856530197,0.7205279733920973,5.485844247498457e-6
145,45436_424,2024,103.18818540312945,0.57412247946972494,0.05311759993518217,-0.012730134731126466,0.34643597170147533,1.0450425324878852e-5
145,45436_426,2024,238.0492457893118,0.4034532294927846,0.17491759841096235,-0.014639865688253127,0.4560094018529979,9.662442789598244e-6
145,45436_442,2024,-123.54584721257793,0.1996126250569861,0.14949453216315467,-0.003095212556843194,0.04042055533322078,9.113198992511853e-6
145,45436_427,2024,-63.41178074554684,0.18770410218516007,0.07718215142771273,-0.031717145993041075,0.6238374412950897,1.441029424595502e-5
145,45436_428,2024,131.02400586976853,0.19962180274465638,0.15431033291088464,-0.0010072357930448381,0.03313437831893545,3.2001865322383866e-6
145,45436_429,2024,-109.5172853617212,0.3258934966473071,0.08770380763490966,0.007637102544890349,0.5663100572551931,3.7213500763392585e-6
145,45436_431,2024,-11.2442754936389,0.0038389965089256116,0.10709908486490646,-0.012269786728002774,0.501953827349637,7.226671357639244e-6
145,45436_443,2024,-17.29013733671456,0.013330834691223084,0.08795366116162183,-0.01874869376422719,0.5189155265562821,1.0674111270353139e-5
145,45436_444,2024,-31.592376941723817,0.9774537710667622,0.004269818323137468,0.007324760443237794,0.24693042673835583,1.1383135975364397e-5
157,45448_895,2024,28.302666315017813,0.9938647778266497,0.0012779963325283716,0.004001227257505731,0.3575994478709881,3.0821126695408583e-6
157,45448_892,2024,13.590171651442658,0.8110061573289589,0.0038688606660665977,0.003533548650182493,0.2518070465338283,3.591950453738631e-6
157,45448_889,2024,12.058821856716477,0.9177600480458313,0.0021065917165258904,-0.005515961759735039,0.3787824974386587,4.122368202037786e-6
157,45448_880,2024,22.461845976520223,0.7131152944727444,0.008401670832436472,0.0029666466149037007,0.1506410566839596,4.154188192533961e-6
157,45448_893,2024,12.652802746317592,0.8981210897113652,0.002553954690220204,0.005064434336302538,0.1790921567540604,6.498178190886844e-6
157,45448_905,2024,-9.796929914932068,0.4694792271787334,0.006207610235790303,-0.002318130372009296,0.053448351796454886,5.814793409670819e-6
157,45448_903,2024,12.609748557271255,0.07452677803995372,0.02491932856895554,-3.8897639642693357e-4,0.0030596691052573494,3.937537971863045e-6
157,45448_876,2024,17.795500086322946,0.9642647330021632,0.0019992136751052904,0.0018970933227384905,0.09606907748827567,3.395964562942656e-6
157,45448_380,2024,-1.9674174486565779,0.010057461751959335,0.010257608889080944,0.007264577346572992,0.623121189983295,2.969024427220374e-6
157,45448_386,2024,24.999736000826843,0.9745990934243369,0.0019247547738049983,0.0014724739065059,0.14327850888554644,1.7171383491614908e-6
157,45448_583,2024,33.433329016754676,0.8722986375593001,0.007465234136217039,-7.474037161824146e-4,0.02025671040402962,3.0333713794391456e-6
157,45448_288,2024,21.39407975585257,0.7228062115839029,0.007813053796356122,-5.416648433187025e-4,0.010792795607590059,3.0581142250931374e-6
157,45448_351,2024,36.678301308421,0.741408915090439,0.012707136632606746,-5.886154861951985e-4,0.008737574425071377,3.677825975420347e-6
157,45448_217,2024,28.439717265334146,0.8601834107388461,0.006708659935979621,0.0019334735726126574,0.08807581413782324,3.640122148764658e-6
157,45448_356,2024,26.979693982571153,0.7937809668189116,0.0082414343672243,0.0012799236977080527,0.03815348107162544,3.851426701377717e-6
157,45448_362,2024,17.543599820202182,0.39916592223647995,0.012970516537685842,0.0017439457237950042,0.07968018464649136,3.5716195769410863e-6
157,45448_366,2024,20.943334468307654,0.4541192783389341,0.013837184998748099,4.6958088209891934e-4,0.006045401812563741,3.6284329719326406e-6
157,45448_678,2024,45.60051984703729,0.6602474621699046,0.019766911725470605,-1.4703749913377008e-4,6.932124200322428e-4,3.3735364211141867e-6
157,45448_677,2024,19.015098491011727,0.7591392212632567,0.006384286092308393,4.296825359386723e-4,0.00524828651282479,3.526043904441194e-6
157,45448_529,2024,18.051309100416002,0.979904606884245,0.0014462144825899159,9.749949150357344e-4,0.03526402840264693,2.8530427248246844e-6
157,45448_544,2024,63.82427220175486,0.7921979442700797,0.01892967671331656,8.020079393169936e-4,0.017182973698151974,3.5124900464523126e-6
157,45448_318,2024,72.09947842153021,0.8851000385281139,0.01496720085585779,-6.080314504030746e-4,0.009389752663408576,3.598281016780189e-6
157,45448_309,2024,33.29011985284372,0.6934291350407952,0.012721271305995027,4.797295923633938e-5,7.412009868359576e-5,3.2023085730030433e-6
157,45448_302,2024,29.36495084511825,0.5646424819122906,0.015581403424662965,0.0013788397041919114,0.039708688742494856,4.097448955071242e-6
157,45448_933,2024,-13.324668168304298,0.06875021686323796,0.028920037624026375,0.008156994533502675,0.6354548365755931,3.643425486501204e-6
157,45448_236,2024,50.25837136544,0.16667175273945348,0.06242707073371332,-0.0023993963558512966,0.08168030318989317,4.469179208107679e-6
157,45448_175,2024,9.921053480613764,0.006763024127560217,0.07285586915452649,0.004688325921427857,0.18878236791897185,5.88920338693134e-6
157,45448_153,2024,-3.0331134708011227,0.23304706080009077,0.003170267460067214,-5.186320651316065e-4,0.007310948511378644,3.4819603355743943e-6
157,45448_176,2024,-4.579765863429695,0.4121082564884108,0.0033146454424572654,-8.550411480997524e-4,0.017293480179896018,3.9057866395396585e-6
157,45448_165,2024,30.895673502684026,0.2456175683315608,0.03143574286607047,0.002421577362780256,0.1638144344810862,3.176388313021282e-6
157,45448_411,2024,27.174178278886657,0.5397771708605713,0.015204915980009335,0.0047604534986816155,0.39277017438540357,3.5867937609495416e-6
157,45448_412,2024,26.6573059720672,0.657679742590245,0.011654029310253451,0.025311035907333967,0.7330889541533498,9.2547701532422e-6
157,45448_413,2024,100.03495650028741,0.8156961066963445,0.02873398709489988,0.004391824085831826,0.3246616751412074,3.82764072258953e-6
157,45448_4,2024,26.931613364128605,0.8891307902213734,0.005746799784568278,-0.0012764703779108801,0.005688587489987293,1.0197900652489274e-5
157,45448_432,2024,21.780764628171067,0.7192090420028672,0.0082468461679971,0.00614398716510693,0.39990201163223316,4.56074060981365e-6
157,45448_433,2024,27.17917213602698,0.9339634342755975,0.004307794329474923,0.002696543420294807,0.16275515625785061,3.6455051276787713e-6
157,45448_414,2024,32.77396257577299,0.9840293506759128,0.002405641550274269,0.1284086375145491,0.9956472687539732,4.891782208454648e-6
157,45448_434,2024,23.931575981230814,0.8939676560648256,0.005065615830797349,0.0043419865634538425,0.2554010910437995,4.556600693881573e-6
159,45450_435,2024,-7.919413417866392,0.36806194173083484,0.006219014461378854,-0.14392963475565831,0.9558520540150184,1.8537957752976152e-5
159,45450_436,2024,17.50254803322898,0.8335255673972642,0.004314853040078571,0.006914698376278306,0.2558833064475183,6.504639156880349e-6
159,45450_438,2024,42.0386748438075,0.9772427942793177,0.0038342076793113347,0.007190955572343441,0.5211699761386911,4.119608864418157e-6
159,45450_417,2024,-84.17314304121437,0.9557297619147093,0.010655219839004094,0.0019815556070229734,0.08841036371715362,3.742440133938107e-6
159,45450_418,2024,17.525276125013505,0.7644337135120554,0.005178271605310922,0.008468912027804549,0.477483337219193,4.715544942346496e-6
159,45450_419,2024,-246.54225910679187,0.9611780625024845,0.02683992742966337,0.0021786876481925503,0.16314754590393293,2.6728982929590183e-6
159,45450_420,2024,113.92338424788787,0.9806051730160863,0.009628316235408,0.0029690084660173414,0.11496030630624737,4.9506298675225834e-6
159,45450_421,2024,-26.031113041531896,0.8736532097737307,0.005981999206718519,-5.771182999244561e-4,0.005373921769784489,4.744496616951257e-6
159,45450_439,2024,9.228001419613616,0.29310134834046875,0.008256995031766644,5.299872047723228e-4,0.007063787199536011,3.620361669254723e-6
159,45450_441,2024,20.954666869870376,0.8893612467412574,0.004154712021788115,0.17714446952907945,0.9883158466121325,1.0827394814181199e-5
159,45450_422,2024,-42.302245793398555,0.5279335943488326,0.024239636588289284,0.0025588315761798583,0.08155669657893189,5.203419567509265e-6
159,45450_423,2024,13.986043186987667,0.9711555799976878,0.0014485149058163086,0.0019846276386251064,0.08101689477713576,4.016859166518082e-6
159,45450_425,2024,17.800710802366112,0.9746505352930356,0.0017204776314659297,0.002473504813985273,0.1713089244102576,3.2603997344272708e-6
159,45450_424,2024,21.96382105427565,0.9406734925536631,0.003342439973194215,0.014383028698111604,0.7941578898258189,4.43725935804217e-6
159,45450_426,2024,27.98510771551668,0.9904014875015676,0.0016511063993621033,0.015255968433866788,0.8865223261853046,3.271160907345838e-6
159,45450_427,2024,22.000428249628232,0.9804515463261554,0.0018772206208362238,0.029596619704289052,0.9629431741122655,3.508463282778913e-6
159,45450_428,2024,-13.893225736619826,0.9618236933093653,0.0016194927008567207,0.03326978581548919,0.19736213146456175,3.925586915912487e-5
159,45450_429,2024,76.28511687376081,0.9946453507483515,0.0033273005113138997,0.006015614754950564,0.4965727301605032,3.600624037061097e-6
159,45450_431,2024,32.022304837598774,0.9795365456632391,0.002796873239742839,0.024358886351745233,0.864940664608884,5.816578855506841e-6
159,45450_443,2024,27.111675321136534,0.9785671923858799,0.0022831257926404,0.01885904911998196,0.7992453649166045,5.3782600496217705e-6
159,45450_444,2024,7.4683069083188025,0.9270190455984582,0.0012260531024745865,0.05607020562684698,0.8743387858340025,1.2437113149142673e-5
159,45450_442,2024,33.433718315344436,0.9563183919985164,0.004247697283715257,8.16993098948652e-5,2.0203192111562616e-4,3.416530808997378e-6
162,45453_351,2024,27.486008604972536,0.9900635204193483,0.0016324989659511355,0.0016942006698890829,0.04145976166336099,4.829621730316603e-6
162,45453_217,2024,16.362188322145773,0.8886733882527617,0.003433414911722836,-0.007086682693563069,0.340169663113383,5.851508379055608e-6
162,45453_356,2024,165.72460141214728,0.38905169518859145,0.12279591847893678,0.00948682960833291,0.23348044453323974,1.0163793592213978e-5
162,45453_362,2024,20.46318910276168,0.9562785395614917,0.002644048929427065,-0.0035869640952888113,0.09446338620950818,6.711032266449246e-6
162,45453_366,2024,21.975344093909772,0.908133173517398,0.004143780714557365,-0.003918974834010664,0.04898876184815787,1.0237020231255589e-5
162,45453_677,2024,3.826289808051248,0.3003536365838547,0.0035094762480636695,3.435497102343294e-4,8.465601855490698e-4,7.0928106178769645e-6
162,45453_678,2024,17.899776943829046,0.8823873140065669,0.003916488249026108,0.02143570858090961,0.6528225202721939,9.36845134779884e-6
162,45453_529,2024,4.826251916267908,0.2866213342428389,0.0045507625428245916,0.007736412793636136,0.35132058317286213,6.283061077628949e-6
162,45453_544,2024,45.02382465362256,0.9880589012655205,0.002982710625718471,-0.007529386255514752,0.36111832235790037,6.035080137401505e-6
162,45453_318,2024,57.393141035869554,0.9957256500522479,0.0022293675638927236,0.003639917743545829,0.13667695357181023,5.4235929257954754e-6
162,45453_309,2024,27.45937153021104,0.9523579899473671,0.0037320960529577947,0.0013671265004351573,0.030891570454206978,4.653097896888361e-6
162,45453_302,2024,30.826440435360738,0.9821029937470522,0.002500786751292219,-0.006773906181226355,0.38539406220219496,5.140751926137413e-6
162,45453_933,2024,17.363423113724867,0.9768099124135059,0.0015112113294943194,0.008378472900120972,0.5324902890575866,4.434534403179457e-6
162,45453_236,2024,10.886603243433772,0.8990139974214095,0.0021631979040997004,-0.00194541762534121,0.054516551103714075,4.803216019698769e-6
162,45453_165,2024,30.58225529202078,0.9888537575147328,0.0019566165764136694,0.007003174056404629,0.3427025919283147,5.844605407554432e-6
162,45453_175,2024,84.22996558666635,0.9978874243734852,0.002316329651621531,0.004361775914941572,0.17728764846840406,5.6158630026127285e-6
162,45453_153,2024,30.243463712379548,0.9309168171657457,0.004711308337896979,-0.002011593061455395,0.04048180261493821,5.6003617895597e-6
162,45453_176,2024,50.397127130936205,0.9957707580448285,0.001892352612710369,-0.007553683867622875,0.3764813309071279,5.600883190669068e-6
162,45453_288,2024,3.0457842521983896,0.004513789367941683,0.02740923398527115,0.007023910129533641,0.16539464524966271,9.561138050145162e-6
162,45453_583,2024,28.6524850700222,0.9624917707929784,0.003408513927028583,-0.0030010363280811962,0.05185378054222384,7.733154886543082e-6
162,45453_380,2024,8.495132434518727,0.8729315308794897,0.0018817371270815082,0.013431405930597919,0.7342105974032112,4.691805202582353e-6
162,45453_386,2024,-27.914624940859337,0.1178313435231146,0.04602726864530452,-0.0019361515763442571,0.0375716821821409,5.905154168037001e-6
162,45453_895,2024,33.529382351654675,0.9788996545329176,0.002934220058949527,1.520610951694504e-4,2.8210909498310185e-4,5.3955998680510486e-6
162,45453_892,2024,18.405545611512768,0.9446677132400717,0.0026769488487270654,1.5942186992321328e-4,3.3105564205143163e-4,5.26462092361371e-6
162,45453_889,2024,11.789285674635048,0.9492496569422396,0.0015907993358814578,-2.4188533747890876e-4,9.387971676733803e-4,4.604880322751039e-6
162,45453_880,2024,30.571311850701264,0.9871330206619832,0.002091781364098519,0.001883489734337269,0.046498587768960806,5.111587491781219e-6
162,45453_893,2024,7.436821296756353,0.8473244040521783,0.0019129256123792508,-8.408805094527434e-4,0.009250236818647629,5.273398980137869e-6
162,45453_876,2024,8.938163316704713,0.9272248287154292,0.001513172438888654,-0.002563653706732618,0.08667790194590463,5.028728553418343e-6
162,45453_905,2024,3.199381250170894,0.566509037765667,0.0016865165505077018,0.0014997079325060466,0.033665981393192004,4.8418651881071316e-6
162,45453_903,2024,27.379070171818025,0.9894717649485363,0.0016833956908415932,0.0034221526286581246,0.14831537714383544,4.88806667446932e-6
162,45453_411,2024,30.477770139657284,0.8910130943465704,0.006441238082552721,-0.0039556131552676435,0.16931440236712425,5.294515775351463e-6
162,45453_413,2024,51.06561153993674,0.9611752354501618,0.006219170280503314,0.006488299884849104,0.28189182517420436,6.275312976428527e-6
162,45453_412,2024,-1.2999005711001594,0.009902081708648309,0.00781137628153785,0.0062152836295152,0.1280514623101704,9.746657633077861e-6
162,45453_4,2024,28.028693613496785,0.9575677370196702,0.003498023273692634,0.027589513516256547,0.7124690309167527,1.03910600579202e-5
162,45453_432,2024,15.066608755773647,0.8962504612281753,0.002976143678200987,-1.6341269365233264e-4,1.9471841854021242e-4,6.798294543210941e-6
162,45453_433,2024,15.891150079816471,0.956897824411377,0.001968207055573707,0.0013779369137170126,0.02299802587622944,5.241196217230046e-6
162,45453_414,2024,20.49126584964807,0.9708673049828439,0.0019490735658599682,0.10410463914020693,0.9919179514438086,5.159908330940219e-6
162,45453_436,2024,-11.373368894178101,0.25710616128777697,0.01165022389228647,0.0086680111866995,0.4161942151759688,6.186480526552149e-6
162,45453_438,2024,31.280760061663,0.9754409314094482,0.003007693221788415,0.0053387606335910925,0.2557392055013846,5.5189333147389974e-6
162,45453_435,2024,41.60342832652438,0.9780228373624049,0.0037791246335761395,0.05584550487013816,0.9238000521106885,9.71912906254142e-6
162,45453_434,2024,-16.980012178132565,0.007789346487226418,0.1158058433592691,0.008221298415910214,0.35542044944202505,6.690344991182468e-6
162,45453_418,2024,50.30011389552988,0.9674118374755484,0.00557871597838614,0.004613840251322223,0.3036856538182787,4.2217657439457e-6
162,45453_417,2024,6.216399877153956,0.19002197321791964,0.007777220851586937,0.001316780151821713,0.03040673734773444,4.505821019275829e-6
162,45453_419,2024,11.271128124971762,0.9569152796887612,0.001445217879310837,-1.1905223663480502e-4,2.8760421961091664e-4,4.241490663939475e-6
162,45453_420,2024,68.38434952170988,0.9937953034554061,0.003178110697105329,6.753654370314242e-4,0.009377937187210618,4.082626650668977e-6
162,45453_421,2024,26.370988379448214,0.9851551639889868,0.0019616095728280333,0.007086080973809053,0.4543378310153193,4.7057555686864386e-6
162,45453_439,2024,4.74036581759752,0.5593245631318827,0.0022493276033479395,6.725988189416098e-4,0.011818815090882723,3.287765250313286e-6
162,45453_441,2024,-101.38443296410524,0.365342789689305,0.08097321763404743,0.11833261292116191,0.9579758426404208,1.5018531311940667e-5
162,45453_422,2024,32.74812384658274,0.9529348613068428,0.004397901849306498,0.0063897599630776715,0.34888563896825386,5.27488115295896e-6
162,45453_423,2024,9.936929105741523,0.9020234750110111,0.0019845181218070664,-0.0032871695307936095,0.12344815795925147,5.307859040564779e-6
162,45453_425,2024,5.271198209971548,0.7885448690902211,0.0016540781987710736,0.004537632483733182,0.22745140663273736,5.06755755034961e-6
162,45453_424,2024,20.429121796804377,0.891177476742523,0.0042437307120514805,0.0030471006727400473,0.12959249859651098,4.694388293615966e-6
162,45453_426,2024,30.193918009240686,0.9687833622182318,0.0032752182316313824,0.019184069290574816,0.7813947719713715,6.131642143602424e-6
162,45453_442,2024,41.515255012608336,0.9553383728122619,0.0054242214842768945,0.012955843167199518,0.6207706905006922,6.119163715170952e-6
162,45453_427,2024,13.375041606505533,0.8713383300878935,0.0031057562566986956,0.022111838767449515,0.8872508204484437,4.763206325281933e-6
162,45453_428,2024,7.2860189628525465,0.6486771416155279,0.0030893983193635505,0.006084364281402011,0.29639124861214683,5.401232078952092e-6
162,45453_429,2024,69.65264141371472,0.9951114932283799,0.002950060175445811,0.0013250397478295588,0.020959011699774946,5.472490142974801e-6
162,45453_431,2024,16.96576942427537,0.2464756393629883,0.0179257053170428,0.009864612826780075,0.5524048726520955,5.365806580911059e-6
162,45453_443,2024,25.372758020799157,0.9410839818238103,0.0036394225371266025,0.009703848167242594,0.5692226397332637,4.839401390341983e-6
162,45453_444,2024,16.990273729169196,0.8909162641967406,0.004418407324491303,0.04281744263382351,0.8922821259320313,1.1056491368120106e-5
169,45460_288,2024,14.374317074872119,0.9528903152981703,0.00178384424816561,0.008911235345079413,0.5001608329352055,4.972036239423985e-6
169,45460_583,2024,19.70979892551254,0.9676745592031669,0.0020398119263237203,0.0012949204254979415,0.012614797919292693,6.487040453354068e-6
169,45460_386,2024,23.559340126470726,0.9078096231727582,0.00453679933740091,-0.006583818605623074,0.257403459111804,6.75753296705611e-6
169,45460_380,2024,13.960105988900441,0.9353055708998491,0.002224826655685587,0.011300057319775878,0.6321136786069049,5.223849474673523e-6
169,45460_351,2024,39.408868457302596,0.9879469455143228,0.0026377066572035326,0.0037566905446627993,0.1291488663888458,5.9112981568384704e-6
169,45460_356,2024,42.465936891687804,0.9862422897874804,0.003014141117552979,0.0016118350236500796,0.025366972699479705,6.004107134071049e-6
169,45460_366,2024,21.40149554703189,0.8832031076313361,0.00470295168789358,-0.0010395271938947364,0.008411578442660834,6.820306208894062e-6
169,45460_362,2024,18.116400896203462,0.9076693694092465,0.0035013196835723807,0.001763867062375496,0.028399464900809104,6.2518050408955125e-6
169,45460_217,2024,10.994313715252257,0.8809456640531889,0.002428889602094101,-0.0012456283651727576,0.017582163814479506,5.595540595480947e-6
169,45460_678,2024,46.13452712332862,0.9918858008638112,0.002528534301404053,0.0010732012214190213,0.012312266165012273,5.824689410424615e-6
169,45460_677,2024,13.226159192113961,0.9475334694065751,0.0018353717155273725,-0.004998911423990881,0.25150619175337435,5.085593017134131e-6
169,45460_318,2024,78.31331123988096,0.9977004637888731,0.002241026848536742,-0.0017216555405383392,0.02918008913472051,5.91920972619312e-6
169,45460_309,2024,34.70907657661481,0.9769821856759514,0.0032104786650267066,9.165171477692111e-4,0.011130995996067938,5.205722020284485e-6
169,45460_302,2024,30.090988558315743,0.9941677975942476,0.0011913315607931956,0.0021058868987424957,0.09432492189056343,3.373011081069011e-6
169,45460_933,2024,21.73858159458428,0.9939866062915688,3.888145333268152e-4,0.0024387467732015443,0.7127716988679577,3.559974046136035e-7
169,45460_236,2024,35.33228232670329,0.9864974032584293,0.002490980784874973,-9.290048178213458e-4,0.010790358791949815,5.360214922683007e-6
169,45460_165,2024,46.639747354650545,0.9970481663509599,0.0014440204294343289,0.001418881814477641,0.03726590351366004,4.103673972649398e-6
169,45460_175,2024,119.89229957043075,0.9977925841080576,0.0034076445031835487,5.398356995513056e-4,0.004242167866881404,4.997877261593996e-6
169,45460_176,2024,91.26666669188977,0.998266910780056,0.002304358755679103,-3.803871218549512e-4,0.0022232454286084946,4.883144478433571e-6
169,45460_153,2024,46.137444781578075,0.9604363247847151,0.0056743790786443855,-0.001913394383029154,0.0501927768700936,5.043736606762469e-6
169,45460_529,2024,15.53721757777876,0.967876277647253,0.0017152484608349966,7.014255116165421e-4,0.007656861940013468,4.8388021686509605e-6
169,45460_544,2024,39.2171970826041,0.9894196195061484,0.0024238476592970716,-0.002551443505018758,0.0881808478031716,4.903673684096156e-6
170,45461_411,2024,59.398392499496296,0.9890218004810433,0.003781624160080676,0.005406403769477328,0.13668970937393937,8.210414270386742e-6
170,45461_412,2024,35.821057545471135,0.9248200194822771,0.006188874534218234,0.019750824314905147,0.5656022214255924,1.0488762515203829e-5
170,45461_413,2024,119.09021205708278,0.9933156215037535,0.005919891326527911,0.0056130223237760655,0.13177766391777634,8.730560501339838e-6
170,45461_4,2024,40.50673727135606,0.9797754326160567,0.003507047277031932,0.0785388398279354,0.9557058320759204,1.0189048915380115e-5
170,45461_432,2024,31.054286005351862,0.9726173205602897,0.0031399774545994817,-0.03971475437372661,0.9305212248449972,6.539624703245152e-6
